问题,回答,所属分类
【字节跳动】客户端岗-教育客户端社招面经,"深挖项目，问细节
C++语言有哪些使用技巧
QT信号槽机制
QT一个对象被析构后有什么方法检测，有什么预防崩溃的方法(QPointer)
C++11的新特性知道哪些
讲一下STL
QT复杂Ui的mode
详细说说重写和重载
QT信号槽和回调相比谁的效率高
虚函数表，虚函数表存在哪
算法：递归遍历多叉树
算法：下一个排列Leetcode 31
New malloc区别
QT信号槽机制
堆栈的区别，栈都有哪些元素(函数参数，局部变量)，追问：还有呢(函数状态，返回地址
然后一些八股。。忘得差不多了
面试的时候网络有点卡..做题
算法：缺失的第一个正数Leetcode 41要求空间复杂度o(1)时间复杂度o(N)
有什么要问的
这一面问的很深。。一度问得我怀疑人生
智能指针
QT的ui文件
C++的四种类型转换
C++哪些好的编码技巧
判断New是否成功的方法
结构体内使用指针和对象各有哪些好处
QT中的Moc机制
Static关键字
如何用C语言来实现抛出捕获异常
判断一个程序是死循环还是死锁
主循环为什么占用的内存空间小，你能写一个动态分配内存的程序吗
在什么情况下父类的析构函数不用被声明为虚函数
算法题：非递归中序遍历树
非递归遍历Json和XML
手写深拷贝+动态分配内存
有什么要问的
字节跳动面试
客户端开发岗

ㅤ普通",
【字节跳动】客户端岗-飞书二面面筋,"首先聊项目吗，聊了差不多二十分钟
问是了解Java多一些还是Python多一些
Java
final，和static关键字，作用于哪些地方，分别产生了什么效果
线程池的几个参数
线程池中的keepAliveTime参数主要是作用于哪里的，还有一些关于线程池的基本知识
创建线程的几种方法，分别在哪方面具有效果
synchronized和volatile还有retrantlock之间的区别
编程题：
反转链表手写
还有一个求数组中两个数字相乘，求最大值，并打印出来
聊项目，聊了20分钟，一些东西给我问卡了
聊学Java，看过哪几本书
然后说Java并发编程主要讲了哪些事情，我说保证线程安全，然后原子性，有序性，可见性一直聊
然后说到有序性，让我举个例子什么的，问用什么保证有序性，还有volatile修饰i的情况下，两个线程并发访问i会产生什么效果，这个得分情况答，没回答太好
然后说手写消费者生产者模型吧，我说不会，
又聊了下消费者生产者模型的事情（应该注意的点，没怎么答上来）
然后问操作系统
问我对操作系统的了解，没了解多少，就跟他简单说了下，进程之间的通信方式
Http和Https的区别 SSL的对称加密和非对称加密作用于哪里的？？（没答上）
手写打印二叉树的深度，递归和非递归都写了，并解释非递归的代码的含义
Throwble中的Error和Exception的区别
问的东西都很基础，但是面试官很严肃，一时间不知道怎么办好了。就不写了，总之就很基础。
字节跳动面试
客户端开发岗

ㅤ普通",
【字节跳动】客户端岗-抖音暑期实习三轮面试,"一共66分钟，其中面试官掉线了一次（字节网不好）
面试官是一个三十多岁的男人，头发不多。
先是自我介绍，介绍完看到我简历上有工业设计专业，问我是不是考研考的计算机（拜托！我一开始就说了我大三！）
面试官说客户端开发不要求相关项目经历，确实问的问题也以考察计算机基础为准。
操作系统
数据结构
计算机网络
项目
问的很简单，甚至不问简历上的项目
问了一下你在这几门课中有什么印象深刻的项目
我当时脑子真的坏掉了，我说了我实现内存管理那个项目，然后他又问了一堆内存管理的问题，问了下具体怎么实现的。我觉得这一par答的不太好
问了一下写项目中有遇到什么代码上的问题吗？
我本来把章总数据库标答又答了一遍，结果不是他想要的。他想要的是代码实现和debug的问题。
我实在想不起来代码上遇到的问题，我随便说了一个前后端数据结构不一致，他问我怎么debug（我觉得这一par都答的挺一般的
做题
Leetcode easy 617. 合并二叉树
会让你先说思路再开始写。我就说是一个二叉树的前序遍历，说了一下递归终止条件，就开始写了。因为是二叉树，所以不需要写测试用例，只需要把代码写完他人脑编译就行。
反问
总结一下，就是感觉答的还可以，中途面试官掉线了，但是牛客网显示是我这边网络不好，我给室友说我掉线了，结果面试官在聊天框打字说他听得到我说话，还好我没说啥大逆不道的话，md
二面和三面都很水，我觉得参考价值不太大。问的问题有一些相似，所以放在一起说
前情提要：一面给人感觉是完全脱离了简历在问，一直问计算机基础。我有几次想往简历上项目引导都引导失败，面试官主要在问那些有标准答案的问题。二面三面就完全是结合简历在问。
本人简历里是完全没有客户端经验的，前后端都有一些，这一点在自我介绍的时候着重强调了。
自我介绍。
让我从简历上挑一个项目讲讲，我讲了我最熟悉的云平台项目，但是面试官对这块不太熟，没有细问。
看到第二个项目问了一些git相关操作：
有个项目是写markdown编译器的，问了我markdown怎么渲染的（我扯了一堆编译原理相关东西，包括生成的树，然后扯到HTML DOM树了，被问了很多完全没准备的东西。
问HTML DOM树渲染流程。
前端相关：问了一下Vue 点击button修改元素和纯js修改写法上有什么不同，开了个编辑器让我现场写（完全没准备，写出来了，但是讲得不太好）
最后是一道算法题，题目是英文的，但是很简单。
求根节点到叶节点数字之和
问题都不难，且没有算法题。
自我介绍。
先聊了一下职业规划什么的。我当时提了一下我没有客户端经验但是学习能力还可以，直接给我上了一道英文阅读理解（bushi
问我用没用过awk，我说完全没接触过，他直接给我贴了一个man awk让我现学，然后问我一个命令的意思。
又聊了一些git使用，问挺深的（感觉主要是简历没客户端所以真的不好聊）
感觉基本上没了？挺轻松的，反问问了一下部门具体业务和客户端职业发展路线，面试官人很好。
比较奇怪的是没有HR面，我三面结束后两天给HR打电话说已经在发offer了，三面结束后的第四天收到的offer。
字节跳动面试
客户端开发岗

ㅤ普通",
"【字节跳动】客户端岗-幸福里部门1,2,3面+hr面","八股：
自我介绍
C++多态怎么实现的？
知道纯虚函数吗？
程序编译的整个过程。
TCP三次握手
HTTPS的工作原理
get和post的区别
线程进程的区别
知道锁吗？ 我回答了自旋锁还有互斥锁
进程可以直接通信吗？通信方式有哪些？
怎么创建一个进程?
大概就这些还有点记不清了。。
算法：
1.给了个n乘m的矩阵，每个格子里面一个数，从左上角走到右下角（只能向右和向下）的最小路径和。 dp一下就好
2.字符串转整数。
八股：
自我介绍
#define和const的区别。
写个求2个值中最大值的宏。然后问用我写的宏 max（a++，b）会有什么问题。
指针和引用的区别
然后开始问计网了
http和https的区别
https怎么加密，用到的加密算法是什么
tcp可靠吗？怎么实现保证可靠性的？
讲一下流量控制
还有点又记不清了。。
代码：
1.判断链表是不是回文的？ 要求空间复杂度越低越好（我问能不能丢vector里面 面试官：wtf     然后我直接快慢指针+翻转中心点后面部分）
2.用random5实现random7
八股：
自我介绍
1.死锁是什么
2.死锁的解决方法
3.讲一下银行家
4.osi七层模型每层分别干啥，有哪些协议
代码：
堆排序，写完讲一下（面试官很好，他说让我写堆排之后还说不会可以换题）
字节跳动面试
客户端开发岗

ㅤ普通",
【字节跳动】客户端岗-科班同学的两轮面经,"传统艺能不录音纯靠回忆，记不得的就不写啦。
1、自我介绍
2、了解一下项目是自己想做还是什么活动才做的（我感觉他都想问是不是课程设计了hhh）
计网
3、http状态码（只记得那么几个）
4、http中get与post区别，怎么防止劫持？（这里我自己提到了劫持，挖了个坑）
5、https的具体连接过程
6、中间人劫持了解过吗？（还没了解，我以为可能大概不会被问到，对不起）
7、TCP在哪一层？说下TCP怎么保证可靠性，细说。（巴拉了一堆，四次挥手都还没开始巴拉就被说ok了）
操作系统
8、代码到运行的过程
9、系统怎么把可执行文件装入内存
10、虚拟内存到物理内存怎么映射具体说下
11、程序的内存分布
12、全局int a = 10放在哪？10放在哪？函数里的int a = 10放在哪？10呢？
数据库
13、索引说一下，有哪些类型？底层实现？
14、什么情况用哈希表？
15、有没有了解过索引失效？有哪些情况会导致索引失效？（面试官从全表查询反复提示，然鹅我还是不会）
16、事务介绍一下。
手撕代码：二叉树的前序遍历，迭代实现。
反问：新人培训。
面试体验蛮舒服的，虽然面试官还是没有把我不会的告诉我，不过很温和很耐心，最重要的是会嗯嗯回应我！最后反问问我不想了解业务或者技术栈啥的吗emmmm
这时长好像有点短，不知道能不能过，还是许愿能有二面。
8.26 收到二面通知啦，字节效率好高啊！！
1、自我介绍
2、深挖项目（下面的问题都是在项目里提及到的，没有直接问，但感觉就是问的这些）
3、TCP与UDP的区别
4、TCP的快速重传
5、UDP如何保证可靠性
……省略关于TCP与UDP的一系列探讨。
6、数据库创了哪些表？细说。（字面意义的细说，细到字段，我怕了）
7、对字节的了解
8、为什么要来字节？
9、如果进了，什么时候能来实习？
手撕：最长无重复子串（要求15min）
反问：业务，技术栈。
这次面得我头皮发麻，问题不是说很难，但是项目被挖了个底朝天，孩怕。
面试官挺好的，但对我的回答不满意的时候会问得很细致，虽然他很温和，但我还是各种嘴瓢呜呜呜，手撕代码的时候看到题是自己做过的还挺开心，但是写漏了一行代码，答案一直是错的，我流下了悔恨的泪水。最后还是没改出来，没法调试让我抓心挠肝。面试官看了两眼评论道：确实有问题。
字节跳动面试
客户端开发岗

ㅤ普通",
操作系统面试题简介,"大家好，我是帅地。
在面试中，操作系统考察到的频率非常高，特别是一线互联网大厂，但是考来考去就那些问题，如果你把本专题都学了，估计就差不多了。
为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。
由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接，不过大家最好在 PC 电脑端阅读哈，相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. 简单说下你对并发和并行的理解？
1. 简单说下你对并发和并行的理解？
2. 同步、异步、阻塞、非阻塞的概念
2. 同步、异步、阻塞、非阻塞的概念
3. 进程和线程的基本概念
3. 进程和线程的基本概念
4. 进程与线程的区别？
4. 进程与线程的区别？
5. 为什么有了进程，还要有线程呢？
5. 为什么有了进程，还要有线程呢？
6. 进程的状态转换
6. 进程的状态转换
7. 进程间的通信方式有哪些？
7. 进程间的通信方式有哪些？
8. 进程的调度算法有哪些？
8. 进程的调度算法有哪些？
9. 什么是死锁？
9. 什么是死锁？
10. 产生死锁的原因？
10. 产生死锁的原因？
11. 死锁产生的必要条件？
11. 死锁产生的必要条件？
12. 解决死锁的基本方法？
12. 解决死锁的基本方法？
13. 怎么预防死锁？
13. 怎么预防死锁？
14. 怎么避免死锁？
14. 怎么避免死锁？
15. 怎么解除死锁？
15. 怎么解除死锁？
16. 什么是缓冲区溢出？有什么危害？
16. 什么是缓冲区溢出？有什么危害？
17. 分页与分段的区别？
17. 分页与分段的区别？
18. 物理地址、逻辑地址、虚拟内存的概念
18. 物理地址、逻辑地址、虚拟内存的概念
19. 页面置换算法有哪些？
19. 页面置换算法有哪些？
20. 谈谈你对动态链接库和静态链接库的理解？
20. 谈谈你对动态链接库和静态链接库的理解？
21. 外中断和异常有什么区别？
21. 外中断和异常有什么区别？
22. 一个程序从开始运行到结束的完整过程，你能说出来多少？
22. 一个程序从开始运行到结束的完整过程，你能说出来多少？
23. 什么是用户态和内核态
23. 什么是用户态和内核态
24. 用户态和内核态是如何切换的？
24. 用户态和内核态是如何切换的？
25. 进程终止的方式
25. 进程终止的方式
26. 守护进程、僵尸进程和孤儿进程
26. 守护进程、僵尸进程和孤儿进程
27. 如何避免僵尸进程？
27. 如何避免僵尸进程？
28. 介绍一下几种典型的锁？
28. 介绍一下几种典型的锁？
 操作系统面试题阅读指南（必看）
 操作系统面试题阅读指南（必看）
阅读指南（必看）
阅读指南（必看）
 Java面试题面试题阅读指南（必看）
 Java面试题面试题阅读指南（必看）
MySQL面试题阅读指南（必看）
MySQL面试题阅读指南（必看）
 Redis面试题阅读指南（必看）
 Redis面试题阅读指南（必看）
消息队列和Zookeeper面试题阅读指南（必看）
消息队列和Zookeeper面试题阅读指南（必看）
持续更新～持续更新～持续更新～
记得收藏呀
操作系统面试题",
简单说下你对并发和并行的理解？,"并行是指两个或者多个事件在同一时刻发生；而并发是指两个或多个事件在同一时间间隔发生；
并行是在不同实体上的多个事件，并发是在同一实体上的多个事件；
操作系统面试题",
同步、异步、阻塞、非阻塞的概念,"同步：当一个同步调用发出后，调用者要一直等待返回结果。通知后，才能进行后续的执行。
异步：当一个异步过程调用发出后，调用者不能立刻得到返回结果。实际处理这个调用的部件在完成后，通过状态、通知和回调来通知调用者。
阻塞：是指调用结果返回前，当前线程会被挂起，即阻塞。
非阻塞：是指即使调用结果没返回，也不会阻塞当前线程。
操作系统面试题",
进程和线程的基本概念,"进程：进程是系统进行资源分配和调度的一个独立单位，是系统中的并发执行的单位。
线程：线程是进程的一个实体，也是 CPU 调度和分派的基本单位，它是比进程更小的能独立运行的基本单位，有时又被称为轻权进程或轻量级进程。
操作系统面试题",
进程与线程的区别？,"进程是资源分配的最小单位，而线程是 CPU 调度的最小单位；
创建进程或撤销进程，系统都要为之分配或回收资源，操作系统开销远大于创建或撤销线程时的开销；
不同进程地址空间相互独立，同一进程内的线程共享同一地址空间。一个进程的线程在另一个进程内是不可见的；
进程间不会相互影响，而一个线程挂掉将可能导致整个进程挂掉；
操作系统面试题",
为什么有了进程，还要有线程呢？,"进程可以使多个程序并发执行，以提高资源的利用率和系统的吞吐量，但是其带来了一些缺点：
进程在执行的过程中如果阻塞，整个进程就会被挂起，即使进程中有些工作不依赖与等待的资源，仍然不会执行。
基于以上的缺点，操作系统引入了比进程粒度更小的线程，作为并发执行的基本单位，从而减少程序在并发执行时所付出的时间和空间开销，提高并发性能。
操作系统面试题",
进程的状态转换,"进程包括三种状态：就绪态、运行态和阻塞态。

1. 就绪 —> 执行：对就绪状态的进程，当进程调度程序按一种选定的策略从中选中一个就绪进程，为之分配了处理机后，该进程便由就绪状态变为执行状态；
执行 —> 阻塞：正在执行的进程因发生某等待事件而无法执行，则进程由执行状态变为阻塞状态，如进程提出输入/输出请求而变成等待外部设备传输信息的状态，进程申请资源（主存空间或外部设备）得不到满足时变成等待资源状态，进程运行中出现了故障（程序出错或主存储器读写错等）变成等待干预状态等等；
阻塞 —> 就绪：处于阻塞状态的进程，在其等待的事件已经发生，如输入/输出完成，资源得到满足或错误处理完毕时，处于等待状态的进程并不马上转入执行状态，而是先转入就绪状态，然后再由系统进程调度程序在适当的时候将该进程转为执行状态；
执行 —> 就绪：正在执行的进程，因时间片用完而被暂停执行，或在采用抢先式优先级调度算法的系统中,当有更高优先级的进程要运行而被迫让出处理机时，该进程便由执行状态转变为就绪状态。
操作系统面试题",
进程间的通信方式有哪些？,"进程间通信（IPC，InterProcess Communication）是指在不同进程之间传播或交换信息。IPC 的方式通常有管道（包括无名管道和命名管道）、消息队列、信号量、共享存储、Socket、Streams 等。其中 Socket 和 Streams 支持不同主机上的两个进程 IPC。
管道
它只能用于父子进程或者兄弟进程之间的进程的通信；
它可以看成是一种特殊的文件，对于它的读写也可以使用普通的 read、write  等函数。但是它不是普通的文件，并不属于其他任何文件系统，并且只存在于内存中。
命名管道
FIFO 有路径名与之相关联，它以一种特殊设备文件形式存在于文件系统中。
消息队列
消息队列是面向记录的，其中的消息具有特定的格式以及特定的优先级；
消息队列独立于发送与接收进程。进程终止时，消息队列及其内容并不会被删除；
消息队列可以实现消息的随机查询，消息不一定要以先进先出的次序读取，也可以按消息的类型读取。
信号量
信号量用于进程间同步，若要在进程间传递数据需要结合共享内存；
信号量基于操作系统的 PV 操作，程序对信号量的操作都是原子操作；
每次对信号量的 PV 操作不仅限于对信号量值加 1 或减 1，而且可以加减任意正整数；
支持信号量组。
共享内存
共享内存（Shared Memory），指两个或多个进程共享一个给定的存储区；
共享内存是最快的一种 IPC，因为进程是直接对内存进行存取。
操作系统面试题",
进程的调度算法有哪些？,"调度算法是指：根据系统的资源分配策略所规定的资源分配算法。常用的调度算法有：先来先服务调度算法、时间片轮转调度法、短作业优先调度算法、最短剩余时间优先、高响应比优先调度算法、优先级调度算法等等。
先来先服务调度算法是一种最简单的调度算法，也称为先进先出或严格排队方案。当每个进程就绪后，它加入就绪队列。当前正运行的进程停止执行，选择在就绪队列中存在时间最长的进程运行。该算法既可以用于作业调度，也可以用于进程调度。先来先服务比较适合于常作业（进程），而不利于段作业（进程）。
时间片轮转调度算法主要适用于分时系统。在这种算法中，系统将所有就绪进程按到达时间的先后次序排成一个队列，进程调度程序总是选择就绪队列中第一个进程执行，即先来先服务的原则，但仅能运行一个时间片。
短作业优先调度算法是指对短作业优先调度的算法，从后备队列中选择一个或若干个估计运行时间最短的作业，将它们调入内存运行。 短作业优先调度算法是一个非抢占策略，他的原则是下一次选择预计处理时间最短的进程，因此短进程将会越过长作业，跳至队列头。
最短剩余时间是针对最短进程优先增加了抢占机制的版本。在这种情况下，进程调度总是选择预期剩余时间最短的进程。当一个进程加入到就绪队列时，他可能比当前运行的进程具有更短的剩余时间，因此只要新进程就绪，调度程序就能可能抢占当前正在运行的进程。像最短进程优先一样，调度程序正在执行选择函数是必须有关于处理时间的估计，并且存在长进程饥饿的危险。
高响应比优先调度算法主要用于作业调度，该算法是对 先来先服务调度算法和短作业优先调度算法的一种综合平衡，同时考虑每个作业的等待时间和估计的运行时间。在每次进行作业调度时，先计算后备作业队列中每个作业的响应比，从中选出响应比最高的作业投入运行。
优先级调度算法每次从后备作业队列中选择优先级最髙的一个或几个作业，将它们调入内存，分配必要的资源，创建进程并放入就绪队列。在进程调度中，优先级调度算法每次从就绪队列中选择优先级最高的进程，将处理机分配给它，使之投入运行。
操作系统面试题",
什么是死锁？,"死锁，是指多个进程在运行过程中因争夺资源而造成的一种僵局，当进程处于这种僵持状态时，若无外力作用，它们都将无法再向前推进。 如下图所示：如果此时有一个线程 A，已经持有了锁 A，但是试图获取锁 B，线程 B 持有锁 B，而试图获取锁 A，这种情况下就会产生死锁。

操作系统面试题",
产生死锁的原因？,"由于系统中存在一些不可剥夺资源，而当两个或两个以上进程占有自身资源，并请求对方资源时，会导致每个进程都无法向前推进，这就是死锁。
例如：系统中只有一台打印机，可供进程 A 使用，假定 A 已占用了打印机，若 B 继续要求打印机打印将被阻塞。
系统中的资源可以分为两类：
不可剥夺资源，当系统把这类资源分配给某进程后，再不能强行收回，只能在进程用完后自行释放，如磁带机、打印机等。
例如：进程 A 和 进程 B 互相等待对方的数据。
操作系统面试题",
死锁产生的必要条件？,"互斥条件：进程要求对所分配的资源进行排它性控制，即在一段时间内某资源仅为一进程所占用。
请求和保持条件：当进程因请求资源而阻塞时，对已获得的资源保持不放。
不剥夺条件：进程已获得的资源在未使用完之前，不能剥夺，只能在使用完时由自己释放。
环路等待条件：在发生死锁时，必然存在一个进程–资源的环形链。
操作系统面试题",
解决死锁的基本方法？,"预防死锁
避免死锁
检测死锁
解除死锁
操作系统面试题",
怎么预防死锁？,"破坏请求条件：一次性分配所有资源，这样就不会再有请求了；
破坏请保持条件：只要有一个资源得不到分配，也不给这个进程分配其他的资源：
破坏不可剥夺条件：当某进程获得了部分资源，但得不到其它资源，则释放已占有的资源；
破坏环路等待条件：系统给每类资源赋予一个编号，每一个进程按编号递增的顺序请求资源，释放则相反。
操作系统面试题",
怎么避免死锁？,"1. 安全状态

图 a 的第二列 Has 表示已拥有的资源数，第三列 Max 表示总共需要的资源数，Free 表示还有可以使用的资源数。从图 a 开始出发，先让 B 拥有所需的所有资源（图 b），运行结束后释放 B，此时 Free 变为 5（图 c）；接着以同样的方式运行 C 和 A，使得所有进程都能成功运行，因此可以称图 a 所示的状态时安全的。
定义：如果没有死锁发生，并且即使所有进程突然请求对资源的最大需求，也仍然存在某种调度次序能够使得每一个进程运行完毕，则称该状态是安全的。
安全状态的检测与死锁的检测类似，因为安全状态必须要求不能发生死锁。下面的银行家算法与死锁检测算法非常类似，可以结合着做参考对比。
2. 单个资源的银行家算法
一个小城镇的银行家，他向一群客户分别承诺了一定的贷款额度，算法要做的是判断对请求的满足是否会进入不安全状态，如果是，就拒绝请求；否则予以分配。

上图 c 为不安全状态，因此算法会拒绝之前的请求，从而避免进入图 c 中的状态。
3. 多个资源的银行家算法

上图中有五个进程，四个资源。左边的图表示已经分配的资源，右边的图表示还需要分配的资源。最右边的 E、P 以及 A 分别表示：总资源、已分配资源以及可用资源，注意这三个为向量，而不是具体数值，例如 A=(1020)，表示 4 个资源分别还剩下 1/0/2/0。
检查一个状态是否安全的算法如下：
如果一个状态不是安全的，需要拒绝进入这个状态。
操作系统面试题",
怎么解除死锁？,"资源剥夺：挂起某些死锁进程，并抢占它的资源，将这些资源分配给其他死锁进程（但应该防止被挂起的进程长时间得不到资源）；
撤销进程：强制撤销部分、甚至全部死锁进程并剥夺这些进程的资源（撤销的原则可以按进程优先级和撤销进程代价的高低进行）；
进程回退：让一个或多个进程回退到足以避免死锁的地步。进程回退时自愿释放资源而不是被剥夺。要求系统保持进程的历史信息，设置还原点。
操作系统面试题",
什么是缓冲区溢出？有什么危害？,"缓冲区为暂时置放输出或输入资料的内存。缓冲区溢出是指当计算机向缓冲区填充数据时超出了缓冲区本身的容量，溢出的数据覆盖在合法数据上。造成缓冲区溢出的主要原因是程序中没有仔细检查用户输入是否合理。计算机中，缓冲区溢出会造成的危害主要有以下两点：程序崩溃导致拒绝服务和跳转并且执行一段恶意代码。
操作系统面试题",
分页与分段的区别？,"段是信息的逻辑单位，它是根据用户的需要划分的，因此段对用户是可见的 ；页是信息的物理单位，是为了管理主存的方便而划分的，对用户是透明的；
段的大小不固定，有它所完成的功能决定；页大大小固定，由系统决定；
段向用户提供二维地址空间；页向用户提供的是一维地址空间；
段是信息的逻辑单位，便于存储保护和信息的共享，页的保护和共享受到限制。
操作系统面试题",
物理地址、逻辑地址、虚拟内存的概念,"物理地址：它是地址转换的最终地址，进程在运行时执行指令和访问数据最后都要通过物理地址从主存中存取，是内存单元真正的地址。
逻辑地址：是指计算机用户看到的地址。例如：当创建一个长度为 100 的整型数组时，操作系统返回一个逻辑上的连续空间：指针指向数组第一个元素的内存地址。由于整型元素的大小为 4 个字节，故第二个元素的地址时起始地址加 4，以此类推。事实上，逻辑地址并不一定是元素存储的真实地址，即数组元素的物理地址（在内存条中所处的位置），并非是连续的，只是操作系统通过地址映射，将逻辑地址映射成连续的，这样更符合人们的直观思维。
虚拟内存：是计算机系统内存管理的一种技术。它使得应用程序认为它拥有连续的可用的内存（一个连续完整的地址空间），而实际上，它通常是被分隔成多个物理内存碎片，还有部分暂时存储在外部磁盘存储器上，在需要时进行数据交换。
操作系统面试题",
页面置换算法有哪些？,"请求调页，也称按需调页，即对不在内存中的“页”，当进程执行时要用时才调入，否则有可能到程序结束时也不会调入。而内存中给页面留的位置是有限的，在内存中以帧为单位放置页面。为了防止请求调页的过程出现过多的内存页面错误（即需要的页面当前不在内存中，需要从硬盘中读数据，也即需要做页面的替换）而使得程序执行效率下降，我们需要设计一些页面置换算法，页面按照这些算法进行相互替换时，可以尽量达到较低的错误率。常用的页面置换算法如下：
先进先出，即淘汰最早调入的页面。
选未来最远将使用的页淘汰，是一种最优的方案，可以证明缺页数最小。
即选择最近最久未使用的页面予以淘汰
时钟置换算法也叫最近未用算法 NRU（Not RecentlyUsed）。该算法为每个页面设置一位访问位，将内存中的所有页面都通过链接指针链成一个循环队列。
操作系统面试题",
谈谈你对动态链接库和静态链接库的理解？,"静态链接就是在编译链接时直接将需要的执行代码拷贝到调用处，优点就是在程序发布的时候就不需要的依赖库，也就是不再需要带着库一块发布，程序可以独立执行，但是体积可能会相对大一些。
动态链接就是在编译的时候不直接拷贝可执行代码，而是通过记录一系列符号和参数，在程序运行或加载时将这些信息传递给操作系统，操作系统负责将需要的动态库加载到内存中，然后程序在运行到指定的代码时，去共享执行内存中已经加载的动态库可执行代码，最终达到运行时连接的目的。优点是多个程序可以共享同一段代码，而不需要在磁盘上存储多个拷贝，缺点是由于是运行时加载，可能会影响程序的前期执行性能
操作系统面试题",
操作系统,"为了方便维护，校对错误等，目前改为只提供一种阅读方式，看这里： 操作系统面试题阅读指南（必看）
 操作系统面试题阅读指南（必看）
操作系统面试题",
外中断和异常有什么区别？,"外中断是指由 CPU 执行指令以外的事件引起，如 I/O 完成中断，表示设备输入/输出处理已经完成，处理器能够发送下一个输入/输出请求。此外还有时钟中断、控制台中断等。
而异常时由 CPU 执行指令的内部事件引起，如非法操作码、地址越界、算术溢出等。
操作系统面试题",
一个程序从开始运行到结束的完整过程，你能说出来多少？,"四个过程：
（1）预编译 主要处理源代码文件中的以“#”开头的预编译指令。处理规则见下
1、删除所有的#define，展开所有的宏定义。
2、处理所有的条件预编译指令，如“#if”、“#endif”、“#ifdef”、“#elif”和“#else”。
3、处理“#include”预编译指令，将文件内容替换到它的位置，这个过程是递归进行的，文件中包含其他 文件。
4、删除所有的注释，“//”和“/**/”。
5、保留所有的#pragma 编译器指令，编译器需要用到他们，如：#pragma once 是为了防止有文件被重 复引用。
6、添加行号和文件标识，便于编译时编译器产生调试用的行号信息，和编译时产生编译错误或警告是 能够显示行号。
（2）编译 把预编译之后生成的xxx.i或xxx.ii文件，进行一系列词法分析、语法分析、语义分析及优化后，生成相应的汇编代码文件。
1、词法分析：利用类似于“有限状态机”的算法，将源代码程序输入到扫描机中，将其中的字符序列分割成一系列的记号。
2、语法分析：语法分析器对由扫描器产生的记号，进行语法分析，产生语法树。由语法分析器输出的语法树是一种以表达式为节点的树。
3、语义分析：语法分析器只是完成了对表达式语法层面的分析，语义分析器则对表达式是否有意义进行判断，其分析的语义是静态语义——在编译期能分期的语义，相对应的动态语义是在运行期才能确定的语义。
4、优化：源代码级别的一个优化过程。
5、目标代码生成：由代码生成器将中间代码转换成目标机器代码，生成一系列的代码序列——汇编语言表示。
6、目标代码优化：目标代码优化器对上述的目标机器代码进行优化：寻找合适的寻址方式、使用位移来替代乘法运算、删除多余的指令等。
（3）汇编
将汇编代码转变成机器可以执行的指令(机器码文件)。 汇编器的汇编过程相对于编译器来说更简单，没有复杂的语法，也没有语义，更不需要做指令优化，只是根据汇编指令和机器指令的对照表一一翻译过来，汇编过程有汇编器as完成。
经汇编之后，产生目标文件(与可执行文件格式几乎一样)xxx.o(Linux下)、xxx.obj(Windows下)。
（4）链接
将不同的源文件产生的目标文件进行链接，从而形成一个可以执行的程序。链接分为静态链接和动态链接：
1、静态链接： 函数和数据被编译进一个二进制文件。在使用静态库的情况下，在编译链接可执行文件时，链接器从库中复制这些函数和数据并把它们和应用程序的其它模块组合起来创建最终的可执行文件。 空间浪费：因为每个可执行程序中对所有需要的目标文件都要有一份副本，所以如果多个程序对同一个目标文件都有依赖，会出现同一个目标文件都在内存存在多个副本； 更新困难：每当库函数的代码修改了，这个时候就需要重新进行编译链接形成可执行程序。
运行速度快：但是静态链接的优点就是，在可执行程序中已经具备了所有执行程序所需要的任何东西，在执行的时候运行速度快。
2、动态链接： 动态链接的基本思想是把程序按照模块拆分成各个相对独立部分，在程序运行时才将它们链接在一起形成一个完整的程序，而不是像静态链接一样把所有程序模块都链接成一个单独的可执行文件。
共享库：就是即使需要每个程序都依赖同一个库，但是该库不会像静态链接那样在内存中存在多份副本，而是这多个程序在执行时共享同一份副本；
更新方便：更新时只需要替换原来的目标文件，而无需将所有的程序再重新链接一遍。当程序下一次运行时，新版本的目标文件会被自动加载到内存并且链接起来，程序就完成了升级的目标。
性能损耗：因为把链接推迟到了程序运行时，所以每次执行程序都需要进行链接，所以性能会有一定损失。
操作系统面试题",
什么是用户态和内核态,"用户态和内核态是操作系统的两种运行状态。

  那么为什么要有用户态和内核态呢？

这个主要是访问能力的限制的考量，计算机中有一些比较危险的操作，比如设置时钟、内存清理，这些都需要在内核态下完成，如果随意进行这些操作，那你的系统得崩溃多少次。
操作系统面试题",
用户态和内核态是如何切换的？,"所有的用户进程都是运行在用户态的，但是我们上面也说了，用户程序的访问能力有限，一些比较重要的比如从硬盘读取数据，从键盘获取数据的操作则是内核态才能做的事情，而这些数据却又对用户程序来说非常重要。所以就涉及到两种模式下的转换，即用户态 -> 内核态 -> 用户态，而唯一能够做这些操作的只有 系统调用，而能够执行系统调用的就只有 操作系统。
一般用户态 -> 内核态的转换我们都称之为 trap 进内核，也被称之为 陷阱指令(trap instruction)。
他们的工作流程如下：

操作系统面试题",
